,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2011,4-Aminobutyrate (GABA),123,Bacteroides dorei,2,0.0008959063397917522,1,5289
1,2038,Butyrate,953,Roseburia inulinivorans,2,0.0005437136274907273,24,8645
2,2049,Cholic acid (Cholate),137,Bacteroides xylanisolvens,2,0.005425724419554023,26,8773
3,2068,D-Glucose (Glucose),878,Prevotella salivae,2,0.0021977788227230954,43,6030
4,2081,Deoxycholic acid,75,Anaerostipes caccae,2,0.021884952887890385,62,6783
5,2122,Isovalerate (3-Methylbutanoic acid),796,Odoribacter splanchnicus,2,0.004239796409676422,84,8506
6,2125,"L-Alanine (D-Alanine, Alanine)",420,Dorea formicigenerans,2,0.006376625301404593,86,11605
7,2129,"L-Aspartate (Aspartate, D-Aspartate)",123,Bacteroides dorei,2,0.0018093950871640452,92,9897
8,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",119,Bacteroides caccae,2,0.006474168051292972,110,8142
9,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",161,Blautia hansenii (Ruminococcus hansenii),2,0.01951455602392904,114,9285
10,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",338,Coprococcus comes,2,0.0010240991036259972,126,9151
11,2143,"L-Lysine (Lysine, D-Lysine)",455,Eubacterium hallii,2,0.04936771426148323,136,7959
12,2147,"L-Phenylalanine (Phenylalanine, D-Phenylalanine)",796,Odoribacter splanchnicus,2,0.0026924968058137377,137,780
13,2148,"L-Proline (Proline, D-Proline)",796,Odoribacter splanchnicus,2,0.007879102537126648,143,10927
14,2151,"L-Serine (Serine, D-Serine)",119,Bacteroides caccae,2,0.0031745816824029216,147,11608
15,2154,L-Tryptophan (Tryptophan),1007,Shigella sonnei,2,0.0022645016461277923,151,6800
16,2156,"L-Valine (Valine, D-Valine)",55,Alistipes shahii,2,0.00016874135981892469,160,11337
17,2156,"L-Valine (Valine, D-Valine)",161,Blautia hansenii (Ruminococcus hansenii),2,0.00035381067437600944,163,10650
18,2172,N-Acetyl-D-Glucosamine (N-Acetylglucosamine),966,Ruminococcus gnavus,2,0.005878071375661431,181,10878
19,2201,Propanoate (Propionate),9,Acidaminococcus fermentans,2,0.015142936136437135,188,8241
20,2203,Putrescine,420,Dorea formicigenerans,2,0.01016786250251156,207,9542
21,2204,"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)",119,Bacteroides caccae,2,0.0017309004918376614,230,9169
22,2217,Succinate,131,Bacteroides plebeius,2,0.005525182160095454,260,11517
23,2217,Succinate,135,Bacteroides uniformis,2,0.0035058804087579887,265,7782
24,2217,Succinate,314,Clostridium leptum,2,0.0038024346603272585,267,6107
25,2221,Taurine,329,Collinsella aerofaciens (Eubacterium aerofaciens),2,5.314861137650784e-05,277,9534
26,2226,"Thiamine (Vitamin B1, Thiamin)",158,Bifidobacterium pseudocatenulatum,2,0.0011136428123588171,299,1588
27,2226,"Thiamine (Vitamin B1, Thiamin)",969,Ruminococcus torques,2,0.001505044958442836,319,9522
28,2233,Trimethylamine,124,Bacteroides eggerthii,2,0.0006506938817621988,329,6084
29,2233,Trimethylamine,133,Bacteroides stercoris,2,0.0013000332059003306,353,11419
30,2233,Trimethylamine,338,Coprococcus comes,2,0.00043081951865497903,391,5680
31,2233,Trimethylamine,455,Eubacterium hallii,2,0.00041848599821325827,399,9106
32,2237,Uracil,420,Dorea formicigenerans,2,0.0028308768591090994,401,5963
33,2239,Uridine,55,Alistipes shahii,2,0.000982182993055969,412,5731
34,2239,Uridine,968,Ruminococcus obeum,2,0.0036657551735120864,433,11048
35,2240,"Valerate (Pentanoic acid, Pentanoate)",461,Eubacterium ventriosum,2,0.0002330830124963601,443,11182
36,2006,2-Aminobutyric acid (2-Aminobutyrate),152,Bifidobacterium bifidum,3,0.003473666102715267,483,7499
37,2009,"3-phenylpropionic acid (Phenylpropanoate, 3-phenylpropionate)",952,Roseburia intestinalis,3,0.004579647678099041,500,5064
38,2010,"4-Aminobenzoate (para-amino, Benzoic acid)",454,Eubacterium eligens,3,0.004964899216883256,550,11543
39,2010,"4-Aminobenzoate (para-amino, Benzoic acid)",814,Parabacteroides merdae,3,0.0009034885986917152,558,7935
40,2011,4-Aminobutyrate (GABA),420,Dorea formicigenerans,3,0.00019303670616455104,567,9049
41,2011,4-Aminobutyrate (GABA),952,Roseburia intestinalis,3,0.0012395147914193716,578,11642
42,2020,Adipate,55,Alistipes shahii,3,0.00014369032499184087,579,6339
43,2038,Butyrate,159,Bilophila wadsworthia,3,0.000525318396779384,612,11039
44,2038,Butyrate,401,Desulfovibrio piger,3,0.004138227259449123,637,9421
45,2049,Cholic acid (Cholate),133,Bacteroides stercoris,3,0.0038323476928167066,653,3534
46,2049,Cholic acid (Cholate),329,Collinsella aerofaciens (Eubacterium aerofaciens),3,0.0009263956380449745,668,6928
47,2053,Citrate,134,Bacteroides thetaiotaomicron,3,0.00023647636494161794,679,8504
48,2061,D-Fructose (Fructose),1064,Streptococcus salivarius,3,0.001560745944013897,691,9297
49,2067,D-Glucosamine (Glucosamine),119,Bacteroides caccae,3,0.0009722743796564126,704,10312
50,2105,Guanine,125,Bacteroides finegoldii (Alistipes finegoldii),3,0.00028099945205717347,802,4686
51,2116,Inosine,119,Bacteroides caccae,3,0.005692610407662113,804,8391
52,2122,Isovalerate (3-Methylbutanoic acid),133,Bacteroides stercoris,3,0.0005502693803204339,850,5508
53,2122,Isovalerate (3-Methylbutanoic acid),455,Eubacterium hallii,3,0.0003736188139117358,913,11058
54,2125,"L-Alanine (D-Alanine, Alanine)",126,Bacteroides fragilis,3,9.582261063578734e-05,916,11386
55,2125,"L-Alanine (D-Alanine, Alanine)",455,Eubacterium hallii,3,0.0007408623090833233,1005,5266
56,2128,L-Asparagine (Asparagine),119,Bacteroides caccae,3,0.00041791448998507175,1008,8586
57,2129,"L-Aspartate (Aspartate, D-Aspartate)",135,Bacteroides uniformis,3,0.0032054596538991786,1058,2553
58,2129,"L-Aspartate (Aspartate, D-Aspartate)",338,Coprococcus comes,3,0.0014001500482584417,1068,6014
59,2129,"L-Aspartate (Aspartate, D-Aspartate)",461,Eubacterium ventriosum,3,0.005273211882281026,1085,11546
60,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",123,Bacteroides dorei,3,0.004330217305185569,1156,8954
61,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",455,Eubacterium hallii,3,0.0012575809370629631,1163,2546
62,2135,L-Glycine (Glycine),122,Bacteroides coprophilus,3,0.0007364539955847516,1199,3434
63,2135,L-Glycine (Glycine),124,Bacteroides eggerthii,3,0.0012776070110056548,1223,5619
