,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2009,"3-phenylpropionic acid (Phenylpropanoate, 3-phenylpropionate)",54,Alistipes putredinis,2,0.0008447371353790256,5,10815
1,2011,4-Aminobutyrate (GABA),119,Bacteroides caccae,2,0.018613572030591663,6,6702
2,2012,5-Aminovalerate,157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.0100343139651764,13,5704
3,2038,Butyrate,131,Bacteroides plebeius,2,0.0031961143526715308,14,10048
4,2038,Butyrate,326,Clostridium symbiosum,2,0.0006520092131736543,16,2129
5,2038,Butyrate,338,Coprococcus comes,2,0.0030682291795937067,27,4614
6,2041,Caproate (Hexanoate),135,Bacteroides uniformis,2,0.0011778335719405675,38,5874
7,2050,Choline,953,Roseburia inulinivorans,2,0.0010278418758863372,48,751
8,2081,Deoxycholic acid,338,Coprococcus comes,2,0.0021109806607290116,55,8889
9,2122,Isovalerate (3-Methylbutanoic acid),457,Eubacterium rectale,2,0.001975323320555722,70,4682
10,2122,Isovalerate (3-Methylbutanoic acid),551,Holdemania filiformis,2,0.020013432078084925,74,9520
11,2125,"L-Alanine (D-Alanine, Alanine)",796,Odoribacter splanchnicus,2,0.0026451678325404293,75,11387
12,2127,L-Arginine (Arginine),339,Coprococcus eutactus,2,0.011609918032431166,77,5910
13,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",338,Coprococcus comes,2,0.006936242169102269,99,8959
14,2142,L-Leucine (Leucine),464,Faecalibacterium prausnitzii,2,0.0017465311909270476,100,9472
15,2143,"L-Lysine (Lysine, D-Lysine)",137,Bacteroides xylanisolvens,2,0.0024106476401107857,107,9106
16,2146,L-Ornithine (Ornithine),131,Bacteroides plebeius,2,0.0008693974552455019,116,6847
17,2146,L-Ornithine (Ornithine),878,Prevotella salivae,2,0.001303692196826245,125,6457
18,2153,L-Threonine (Threonine),157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.006745674320228989,132,8124
19,2153,L-Threonine (Threonine),953,Roseburia inulinivorans,2,0.0003447579512354526,136,5413
20,2154,L-Tryptophan (Tryptophan),968,Ruminococcus obeum,2,0.0015685216743309693,137,10616
21,2156,"L-Valine (Valine, D-Valine)",338,Coprococcus comes,2,0.006074953252133586,145,8578
22,2156,"L-Valine (Valine, D-Valine)",339,Coprococcus eutactus,2,0.0013555926513632022,150,4927
23,2172,N-Acetyl-D-Glucosamine (N-Acetylglucosamine),878,Prevotella salivae,2,0.014997310282967136,161,11564
24,2172,N-Acetyl-D-Glucosamine (N-Acetylglucosamine),966,Ruminococcus gnavus,2,0.0036061792034072226,162,6372
25,2201,Propanoate (Propionate),54,Alistipes putredinis,2,0.0011943136435427215,176,10218
26,2201,Propanoate (Propionate),131,Bacteroides plebeius,2,0.0005026355562004481,187,5864
27,2201,Propanoate (Propionate),454,Eubacterium eligens,2,0.00014318686332204233,189,10012
