,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2100,Glycocholate,969,Ruminococcus torques,3,0.00011571402160581723,1,22313
1,2179,"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)",122,Bacteroides coprophilus,3,0.00044171120195224406,32,27440
2,2011,4-Aminobutyrate (GABA),952,Roseburia intestinalis,3,0.010539458287639471,34,16691
3,2156,"L-Valine (Valine, D-Valine)",126,Bacteroides fragilis,3,0.0168891193252585,41,26004
4,2233,Trimethylamine,124,Bacteroides eggerthii,2,-0.0004427159900238786,42,15130
5,2147,"L-Phenylalanine (Phenylalanine, D-Phenylalanine)",338,Coprococcus comes,3,0.0015295609365896243,55,25377
6,2198,Pimelate,9,Acidaminococcus fermentans,3,0.0006455285694287883,65,28728
7,2003,"1,2-Ethanediol (Ethylene glycol)",796,Odoribacter splanchnicus,2,0.0023906129188764336,77,194
8,2122,Isovalerate (3-Methylbutanoic acid),455,Eubacterium hallii,3,0.05306134135816876,81,23655
9,2115,Indole-3-acetate (Indoleacetate),804,Oxalobacter formigenes,3,-0.0010000000000000009,82,23163
10,2243,Xylitol,895,Pseudoflavonifractor capillosus,3,-0.0010000000000000009,87,31810
11,2013,Acetaldehyde,137,Bacteroides xylanisolvens,2,-0.0010000000000000009,92,882
12,2134,"L-Glutamine (D-Glutamine, Glutamine)",159,Bilophila wadsworthia,3,0.004547900178227815,98,24433
13,2237,Uracil,134,Bacteroides thetaiotaomicron,3,0.0035420357579917243,114,31336
14,2201,Propanoate (Propionate),1064,Streptococcus salivarius,2,0.00034851084096410023,124,13029
15,2205,Pyruvate,880,Prevotella timonensis,2,0.0014940083070331678,142,13305
16,2100,Glycocholate,461,Eubacterium ventriosum,3,0.00664163129204598,154,22291
17,2061,D-Fructose (Fructose),969,Ruminococcus torques,2,0.0006895558526914812,155,3809
18,2106,Guanosine,314,Clostridium leptum,3,0.0013504495637740588,159,22709
