,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2134,"L-Glutamine (D-Glutamine, Glutamine)",953,Roseburia inulinivorans,3,-2.7148747763217074e-05,7,24468
1,2204,"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)",129,Bacteroides ovatus,2,0.00027329373319151534,9,13189
2,2011,4-Aminobutyrate (GABA),454,Eubacterium eligens,3,0.02053751998429698,11,16670
3,2011,4-Aminobutyrate (GABA),134,Bacteroides thetaiotaomicron,2,0.005026110281091567,13,736
4,2011,4-Aminobutyrate (GABA),461,Eubacterium ventriosum,3,0.0035610503536247506,14,16675
5,2049,Cholic acid (Cholate),121,Bacteroides coprocola,3,0.006022360476107269,15,19015
6,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",309,Clostridium difficile,2,0.0006067105131207784,16,9028
7,2122,Isovalerate (3-Methylbutanoic acid),314,Clostridium leptum,3,0.0010249137147685383,17,23645
8,2122,Isovalerate (3-Methylbutanoic acid),121,Bacteroides coprocola,3,0.0038973331290748092,21,23623
9,2217,Succinate,75,Anaerostipes caccae,2,-9.881986630955185e-05,35,14044
10,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",464,Faecalibacterium prausnitzii,2,0.0001811392427625292,42,8468
11,2203,Putrescine,326,Clostridium symbiosum,2,0.0001496420289179845,56,13135
12,2011,4-Aminobutyrate (GABA),608,Lactococcus lactis,3,0.0033236867925436893,57,16681
13,2203,Putrescine,314,Clostridium leptum,2,0.0020765132330448077,60,13133
14,2233,Trimethylamine,129,Bacteroides ovatus,2,0.0004022055194995433,63,15133
15,2011,4-Aminobutyrate (GABA),119,Bacteroides caccae,3,0.002035595372687049,73,16638
16,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",121,Bacteroides coprocola,3,0.0003556459533218258,74,24343
17,2122,Isovalerate (3-Methylbutanoic acid),953,Roseburia inulinivorans,3,0.014553992752053825,78,23676
18,2236,Tyramine,134,Bacteroides thetaiotaomicron,2,0.003342012995476096,84,15352
19,2201,Propanoate (Propionate),314,Clostridium leptum,2,0.003655435432340926,88,12989
20,2125,"L-Alanine (D-Alanine, Alanine)",338,Coprococcus comes,2,-5.986985757366892e-05,90,7881
21,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",54,Alistipes putredinis,2,0.0003640518545058313,91,8426
22,2217,Succinate,796,Odoribacter splanchnicus,2,0.013323307751038849,92,14090
23,2122,Isovalerate (3-Methylbutanoic acid),123,Bacteroides dorei,3,0.005409130730159918,95,23625
24,2201,Propanoate (Propionate),804,Oxalobacter formigenes,2,-0.00029105547104313345,107,13011
25,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",159,Bilophila wadsworthia,3,0.024446515339241026,114,24361
26,2233,Trimethylamine,46,Akkermansia muciniphila,2,-0.0003607437149073521,142,15121
27,2122,Isovalerate (3-Methylbutanoic acid),159,Bilophila wadsworthia,2,0.0005898034147087117,144,7729
28,2203,Putrescine,134,Bacteroides thetaiotaomicron,2,0.0005059419665642828,147,13120
