,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2185,Orotic acid (Orotate),129,Bacteroides ovatus,3,0.0067367706838277214,0,27877
1,2127,L-Arginine (Arginine),131,Bacteroides plebeius,3,0.0008909076670126082,2,23918
2,2166,Methanol,870,Prevotella copri,2,-0.0005014996999641586,11,10855
3,2089,Ethanol,309,Clostridium difficile,2,6.885208720674996e-05,12,5716
4,2174,N-Acetylgalactosamine (N-Acetyl-D-galactosamine),260,Catenibacterium mitsuokai,3,0.002893789298335947,14,27171
5,2147,"L-Phenylalanine (Phenylalanine, D-Phenylalanine)",952,Roseburia intestinalis,3,0.01460946803777552,22,25403
6,2240,"Valerate (Pentanoic acid, Pentanoate)",329,Collinsella aerofaciens (Eubacterium aerofaciens),3,0.006599891688011783,27,31568
7,2120,Isomaltose,814,Parabacteroides merdae,3,0.0020338424616800355,31,23526
8,2223,Taurocholate,131,Bacteroides plebeius,3,0.01555265989223209,32,30398
9,2011,4-Aminobutyrate (GABA),157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.006879016522010285,57,743
10,2015,"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin)",401,Desulfovibrio piger,3,0.00018916444162453416,62,16955
11,2093,Formate,966,Ruminococcus gnavus,2,0.0007539539544486606,84,6039
12,2125,"L-Alanine (D-Alanine, Alanine)",135,Bacteroides uniformis,3,0.013944642607979008,85,23777
13,2175,"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid)",129,Bacteroides ovatus,3,0.0023155753241754784,89,27229
14,2225,Taurolithocholate,338,Coprococcus comes,3,0.0035238136480866275,90,30561
15,2211,Shikimate,968,Ruminococcus obeum,3,0.0024273126611822357,91,29656
16,2230,Toluene,870,Prevotella copri,3,0.001042660229541359,92,30943
17,2198,Pimelate,969,Ruminococcus torques,3,0.007981370174784397,100,28793
18,2242,XOS (Xylooligosaccharide),1064,Streptococcus salivarius,3,0.0006741186637978512,107,31749
19,2070,D-Lyxose (L-Lyxose),123,Bacteroides dorei,3,0.003061681069133071,114,20313
20,2011,4-Aminobutyrate (GABA),1007,Shigella sonnei,3,0.005185646889134143,116,16698
21,2089,Ethanol,123,Bacteroides dorei,2,0.00530498648935962,118,5697
22,2128,L-Asparagine (Asparagine),314,Clostridium leptum,3,0.002635849798175216,135,24005
23,2064,D-Galactose,964,Ruminococcus bromii,3,0.0007139446464303756,140,19933
24,2011,4-Aminobutyrate (GABA),454,Eubacterium eligens,3,0.005727391308680385,168,16670
25,2060,"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)",952,Roseburia intestinalis,3,-7.682716944967805e-05,174,19643
26,2190,"Pantothenic acid (Vitamin B5, Pantothenate)",135,Bacteroides uniformis,3,0.00830825770409982,178,28241
