,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2065,D-Galacturonate,952,Roseburia intestinalis,3,0.009420639536145579,0,20003
1,2125,"L-Alanine (D-Alanine, Alanine)",952,Roseburia intestinalis,3,0.007426610364167141,6,23819
2,2134,"L-Glutamine (D-Glutamine, Glutamine)",134,Bacteroides thetaiotaomicron,3,-4.311432792114545e-05,7,24424
3,2203,Putrescine,952,Roseburia intestinalis,2,-0.0001265499412977933,8,13163
4,2217,Succinate,953,Roseburia inulinivorans,2,0.0029570581507882827,19,14100
5,2226,"Thiamine (Vitamin B1, Thiamin)",454,Eubacterium eligens,3,0.01232135507972465,21,30638
6,2122,Isovalerate (3-Methylbutanoic acid),131,Bacteroides plebeius,3,0.02727054558110831,29,23630
7,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",457,Eubacterium rectale,2,0.002137374011498161,42,8465
8,2203,Putrescine,796,Odoribacter splanchnicus,2,0.003941076711352576,43,13154
9,2081,Deoxycholic acid,796,Odoribacter splanchnicus,2,0.016571845423500875,55,5234
10,2238,Urea,454,Eubacterium eligens,3,0.017967424538813836,59,31430
11,2203,Putrescine,454,Eubacterium eligens,3,-9.172944109381298e-05,63,29054
12,2238,Urea,149,Bifidobacterium adolescentis,3,0.002656833860403273,93,31411
13,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",159,Bilophila wadsworthia,3,0.025101743870510118,101,24361
14,2011,4-Aminobutyrate (GABA),157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.0035221774559909273,105,743
15,2011,4-Aminobutyrate (GABA),158,Bifidobacterium pseudocatenulatum,3,0.005748887714698171,117,16656
16,2049,Cholic acid (Cholate),952,Roseburia intestinalis,3,0.0008345372458977707,118,19067
17,2226,"Thiamine (Vitamin B1, Thiamin)",454,Eubacterium eligens,2,0.00041503503010453796,119,14726
18,2081,Deoxycholic acid,131,Bacteroides plebeius,2,0.000861867506150471,147,5198
19,2134,"L-Glutamine (D-Glutamine, Glutamine)",309,Clostridium difficile,2,0.000589456438282232,149,8524
20,2011,4-Aminobutyrate (GABA),339,Coprococcus eutactus,3,0.0002813950559644729,164,16666
21,2134,"L-Glutamine (D-Glutamine, Glutamine)",124,Bacteroides eggerthii,3,0.0008849725107313855,169,24418
22,2125,"L-Alanine (D-Alanine, Alanine)",870,Prevotella copri,3,0.0009350430425779654,172,23815
23,2203,Putrescine,157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.00018775981204177672,185,13127
24,2122,Isovalerate (3-Methylbutanoic acid),135,Bacteroides uniformis,3,0.0064269970711330355,199,23633
25,2122,Isovalerate (3-Methylbutanoic acid),464,Faecalibacterium prausnitzii,3,0.004560561684012532,203,23660
