,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2011,4-Aminobutyrate (GABA),54,Alistipes putredinis,2,0.003874384645146889,3,722
1,2142,L-Leucine (Leucine),966,Ruminococcus gnavus,2,-0.0010000000000000009,4,9135
2,2147,"L-Phenylalanine (Phenylalanine, D-Phenylalanine)",9,Acidaminococcus fermentans,3,0.0022856206649820576,6,25344
3,2069,D-Glucuronic acid (D-Glucuronate),54,Alistipes putredinis,3,0.011871481729294642,16,20234
4,2122,Isovalerate (3-Methylbutanoic acid),455,Eubacterium hallii,3,0.06427059171193594,26,23655
5,2206,Raffinose,338,Coprococcus comes,3,-3.21037084429765e-05,68,29265
6,2174,N-Acetylgalactosamine (N-Acetyl-D-galactosamine),455,Eubacterium hallii,3,0.005719986449941206,69,27183
7,2012,5-Aminovalerate,329,Collinsella aerofaciens (Eubacterium aerofaciens),3,0.011654998250213766,78,16736
8,2142,L-Leucine (Leucine),455,Eubacterium hallii,3,0.015085294477070521,84,25023
9,2105,Guanine,119,Bacteroides caccae,3,0.008338820677201486,86,22614
10,2122,Isovalerate (3-Methylbutanoic acid),124,Bacteroides eggerthii,3,0.0018914031178532964,93,23626
11,2122,Isovalerate (3-Methylbutanoic acid),326,Clostridium symbiosum,2,0.0003407305373553937,95,7735
12,2067,D-Glucosamine (Glucosamine),1064,Streptococcus salivarius,3,0.0193676368486434,108,20157
13,2099,Glycochenodeoxycholate,314,Clostridium leptum,3,0.001283999720589013,134,22205
14,2010,"4-Aminobenzoate (para-amino, Benzoic acid)",9,Acidaminococcus fermentans,3,0.0007207440728271841,147,16560
15,2103,Glycolithocholate,1064,Streptococcus salivarius,3,0.013831901442549421,152,22533
16,2136,L-Histidine (Histidine),9,Acidaminococcus fermentans,3,0.00011951029618073594,165,24552
17,2190,"Pantothenic acid (Vitamin B5, Pantothenate)",121,Bacteroides coprocola,3,0.0011670433777094535,171,28231
18,2122,Isovalerate (3-Methylbutanoic acid),54,Alistipes putredinis,2,0.0020562044469881746,183,7706
19,2122,Isovalerate (3-Methylbutanoic acid),456,Eubacterium limosum,3,0.0007826364933094521,186,23656
20,2122,Isovalerate (3-Methylbutanoic acid),814,Parabacteroides merdae,3,0.0013867983513587978,188,23670
21,2240,"Valerate (Pentanoic acid, Pentanoate)",161,Blautia hansenii (Ruminococcus hansenii),3,0.012130408770940182,199,31562
22,2038,Butyrate,159,Bilophila wadsworthia,3,0.004307542710486834,207,18457
23,2160,Malonate,152,Bifidobacterium bifidum,3,0.001249557226446929,218,26301
24,2122,Isovalerate (3-Methylbutanoic acid),157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",2,0.003816352896626962,238,7727
25,2239,Uridine,966,Ruminococcus gnavus,3,0.007363872777699343,254,31527
26,2240,"Valerate (Pentanoic acid, Pentanoate)",125,Bacteroides finegoldii (Alistipes finegoldii),2,0.000102854652870632,268,15635
27,2198,Pimelate,125,Bacteroides finegoldii (Alistipes finegoldii),3,0.0024025809081630323,273,28739
28,2014,Acetate,1007,Shigella sonnei,2,0.0002946274451012254,280,1002
29,2081,Deoxycholic acid,953,Roseburia inulinivorans,2,0.0019299682603626245,283,5244
30,2151,"L-Serine (Serine, D-Serine)",964,Ruminococcus bromii,3,0.008480447446398087,284,25693
31,2157,Lactose,966,Ruminococcus gnavus,2,0.00017961873819272167,288,10215
32,2137,L-Homoserine,323,Clostridium scindens,3,0.0001437146382884391,314,24654
33,2122,Isovalerate (3-Methylbutanoic acid),157,"Bifidobacterium longum (Bifidobacterium infantis, Bifidobacterium suis)",3,0.00016478151520649131,321,23639
34,2203,Putrescine,796,Odoribacter splanchnicus,2,-1.3742881797784712e-05,342,13154
35,2133,"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)",121,Bacteroides coprocola,3,0.0008806385798800775,358,24343
36,2217,Succinate,878,Prevotella salivae,2,0.008083542564298218,366,14096
37,2146,L-Ornithine (Ornithine),401,Desulfovibrio piger,3,0.0015185036547407105,372,25307
38,2238,Urea,121,Bacteroides coprocola,3,0.0028875336503895177,382,31399
39,2226,"Thiamine (Vitamin B1, Thiamin)",76,Anaerotruncus colihominis,3,-0.0010000000000000009,385,30605
40,2093,Formate,457,Eubacterium rectale,2,0.01464344401936124,389,6017
41,2011,4-Aminobutyrate (GABA),952,Roseburia intestinalis,3,0.004909495175976275,408,16691
42,2089,Ethanol,969,Ruminococcus torques,2,0.0023471502213969764,454,5753
43,2011,4-Aminobutyrate (GABA),121,Bacteroides coprocola,2,1.8455674147932477e-05,488,727
44,2238,Urea,135,Bacteroides uniformis,3,0.010655391631149147,491,31409
