,metabolite ID,metabolite names,microbes ID,microbes names,edgeType,error reduced,step added,position in x
0,2011,4-Aminobutyrate (GABA),75,Anaerostipes caccae,3,0.0062446289841050495,3,16636
1,2206,Raffinose,159,Bilophila wadsworthia,3,0.02488431035794425,13,29257
2,2012,5-Aminovalerate,966,Ruminococcus gnavus,2,-0.0005269049401674941,29,855
3,2222,Taurochenodeoxycholate,878,Prevotella salivae,2,-0.0010000000000000009,37,14456
4,2098,Glycerol,159,Bilophila wadsworthia,3,0.0001623012656941647,39,22129
5,2146,L-Ornithine (Ornithine),123,Bacteroides dorei,3,0.013942411691619028,40,25281
6,2011,4-Aminobutyrate (GABA),461,Eubacterium ventriosum,3,0.001885165791014165,48,16675
7,2233,Trimethylamine,338,Coprococcus comes,2,0.002548465698321456,49,15153
8,2122,Isovalerate (3-Methylbutanoic acid),329,Collinsella aerofaciens (Eubacterium aerofaciens),3,0.010710090879032852,56,23648
9,2050,Choline,129,Bacteroides ovatus,3,0.005328173095119126,57,19093
10,2159,Lithocholic acid,54,Alistipes putredinis,2,0.007715752304686685,59,10298
11,2141,"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)",309,Clostridium difficile,2,0.00020016235552411388,63,9028
12,2223,Taurocholate,137,Bacteroides xylanisolvens,3,8.851467998716167e-05,77,30402
13,2242,XOS (Xylooligosaccharide),878,Prevotella salivae,2,0.0010632670230191765,80,15824
14,2122,Isovalerate (3-Methylbutanoic acid),1007,Shigella sonnei,3,0.00022370471737742648,89,23682
15,2151,"L-Serine (Serine, D-Serine)",964,Ruminococcus bromii,3,0.010095471830298797,93,25693
16,2107,H2 (Hydrogen),1007,Shigella sonnei,2,0.023994448706073035,98,6906
17,2238,Urea,1064,Streptococcus salivarius,3,0.031055279537699043,100,31461
18,2038,Butyrate,135,Bacteroides uniformis,2,0.006278948626439407,108,2537
19,2173,N-Acetyl-D-mannosamine,401,Desulfovibrio piger,3,0.00032576539328443843,115,27107
